,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine,D033_DynaMine,D033_DynaMine
,tn,fp,fn,tp,tn,fp,fn,tp,tn,fp,fn,tp
0.077,261157.0,20762.0,46346.0,8214.0,37831.0,244160.0,525.0,54079.0,26033.0,255886.0,892.0,53668.0
0.076,260849.0,21070.0,46243.0,8317.0,37181.0,244810.0,512.0,54092.0,25556.0,256363.0,878.0,53682.0
0.075,260542.0,21377.0,46124.0,8436.0,36577.0,245414.0,503.0,54101.0,25082.0,256837.0,861.0,53699.0
0.074,260246.0,21673.0,46007.0,8553.0,35912.0,246079.0,490.0,54114.0,24588.0,257331.0,843.0,53717.0
0.073,259950.0,21969.0,45884.0,8676.0,35276.0,246715.0,477.0,54127.0,24106.0,257813.0,831.0,53729.0
0.072,259648.0,22271.0,45781.0,8779.0,34664.0,247327.0,464.0,54140.0,23680.0,258239.0,812.0,53748.0
0.071,258586.0,23333.0,45225.0,9335.0,34032.0,247959.0,451.0,54153.0,23174.0,258745.0,798.0,53762.0
0.07,258217.0,23702.0,45075.0,9485.0,33450.0,248541.0,437.0,54167.0,22739.0,259180.0,779.0,53781.0
0.069,257929.0,23990.0,44947.0,9613.0,32863.0,249128.0,426.0,54178.0,22252.0,259667.0,766.0,53794.0
0.068,257598.0,24321.0,44810.0,9750.0,32260.0,249731.0,410.0,54194.0,21811.0,260108.0,749.0,53811.0
0.067,257246.0,24673.0,44687.0,9873.0,31640.0,250351.0,396.0,54208.0,21397.0,260522.0,733.0,53827.0
0.066,256868.0,25051.0,44539.0,10021.0,31038.0,250953.0,384.0,54220.0,20968.0,260951.0,712.0,53848.0
0.065,256493.0,25426.0,44418.0,10142.0,30428.0,251563.0,372.0,54232.0,20573.0,261346.0,690.0,53870.0
0.064,256153.0,25766.0,44284.0,10276.0,29853.0,252138.0,358.0,54246.0,20156.0,261763.0,679.0,53881.0
0.063,255823.0,26096.0,44179.0,10381.0,29280.0,252711.0,340.0,54264.0,19793.0,262126.0,665.0,53895.0
0.062,255439.0,26480.0,44047.0,10513.0,28668.0,253323.0,322.0,54282.0,19400.0,262519.0,654.0,53906.0
0.061,255068.0,26851.0,43902.0,10658.0,28062.0,253929.0,313.0,54291.0,19023.0,262896.0,643.0,53917.0
0.06,254709.0,27210.0,43785.0,10775.0,27449.0,254542.0,304.0,54300.0,18659.0,263260.0,635.0,53925.0
0.059,254290.0,27629.0,43655.0,10905.0,26830.0,255161.0,284.0,54320.0,18307.0,263612.0,623.0,53937.0
0.058,253912.0,28007.0,43532.0,11028.0,26233.0,255758.0,273.0,54331.0,17931.0,263988.0,614.0,53946.0
0.057,253519.0,28400.0,43397.0,11163.0,25610.0,256381.0,266.0,54338.0,17574.0,264345.0,605.0,53955.0
0.056,253145.0,28774.0,43260.0,11300.0,24995.0,256996.0,260.0,54344.0,17185.0,264734.0,594.0,53966.0
0.055,252785.0,29134.0,43146.0,11414.0,24376.0,257615.0,252.0,54352.0,16834.0,265085.0,586.0,53974.0
0.054,252415.0,29504.0,43004.0,11556.0,23799.0,258192.0,244.0,54360.0,16483.0,265436.0,573.0,53987.0
0.053,252023.0,29896.0,42876.0,11684.0,23205.0,258786.0,235.0,54369.0,16136.0,265783.0,560.0,54000.0
0.052,251632.0,30287.0,42732.0,11828.0,22624.0,259367.0,228.0,54376.0,15847.0,266072.0,548.0,54012.0
0.051,251155.0,30764.0,42599.0,11961.0,22094.0,259897.0,222.0,54382.0,15543.0,266376.0,539.0,54021.0
0.05,250674.0,31245.0,42471.0,12089.0,21517.0,260474.0,211.0,54393.0,15226.0,266693.0,528.0,54032.0
0.049,250213.0,31706.0,42302.0,12258.0,20918.0,261073.0,207.0,54397.0,14912.0,267007.0,522.0,54038.0
0.048,249748.0,32171.0,42156.0,12404.0,20350.0,261641.0,201.0,54403.0,14603.0,267316.0,505.0,54055.0
0.047,249361.0,32558.0,42012.0,12548.0,19763.0,262228.0,197.0,54407.0,14332.0,267587.0,493.0,54067.0
0.046,248879.0,33040.0,41871.0,12689.0,19208.0,262783.0,191.0,54413.0,14047.0,267872.0,485.0,54075.0
0.045,248412.0,33507.0,41730.0,12830.0,18670.0,263321.0,184.0,54420.0,13729.0,268190.0,477.0,54083.0
0.044,247951.0,33968.0,41576.0,12984.0,18139.0,263852.0,181.0,54423.0,13453.0,268466.0,465.0,54095.0
0.043,247418.0,34501.0,41395.0,13165.0,17613.0,264378.0,176.0,54428.0,13187.0,268732.0,453.0,54107.0
0.042,246965.0,34954.0,41237.0,13323.0,17094.0,264897.0,171.0,54433.0,12916.0,269003.0,446.0,54114.0
0.041,246497.0,35422.0,41079.0,13481.0,16555.0,265436.0,165.0,54439.0,12646.0,269273.0,434.0,54126.0
0.04,246033.0,35886.0,40912.0,13648.0,16022.0,265969.0,155.0,54449.0,12420.0,269499.0,422.0,54138.0
0.039,245548.0,36371.0,40775.0,13785.0,15498.0,266493.0,150.0,54454.0,12171.0,269748.0,412.0,54148.0
0.038,245033.0,36886.0,40629.0,13931.0,14971.0,267020.0,144.0,54460.0,11897.0,270022.0,398.0,54162.0
0.037,244514.0,37405.0,40488.0,14072.0,14470.0,267521.0,139.0,54465.0,11661.0,270258.0,386.0,54174.0
0.036,243977.0,37942.0,40342.0,14218.0,13970.0,268021.0,138.0,54466.0,11424.0,270495.0,377.0,54183.0
0.035,243398.0,38521.0,40194.0,14366.0,13491.0,268500.0,135.0,54469.0,11172.0,270747.0,370.0,54190.0
0.034,242857.0,39062.0,40061.0,14499.0,13058.0,268933.0,130.0,54474.0,10959.0,270960.0,364.0,54196.0
0.033,242306.0,39613.0,39897.0,14663.0,12568.0,269423.0,124.0,54480.0,10738.0,271181.0,357.0,54203.0
0.032,241719.0,40200.0,39755.0,14805.0,12073.0,269918.0,113.0,54491.0,10497.0,271422.0,348.0,54212.0
0.031,241214.0,40705.0,39606.0,14954.0,11601.0,270390.0,111.0,54493.0,10252.0,271667.0,340.0,54220.0
0.03,240677.0,41242.0,39459.0,15101.0,11127.0,270864.0,107.0,54497.0,10021.0,271898.0,326.0,54234.0
0.029,240044.0,41875.0,39278.0,15282.0,10679.0,271312.0,102.0,54502.0,9793.0,272126.0,319.0,54241.0
0.028,239419.0,42500.0,39116.0,15444.0,10282.0,271709.0,99.0,54505.0,9594.0,272325.0,313.0,54247.0
0.027,238892.0,43027.0,38966.0,15594.0,9848.0,272143.0,94.0,54510.0,9385.0,272534.0,309.0,54251.0
0.026,238281.0,43638.0,38810.0,15750.0,9413.0,272578.0,88.0,54516.0,9212.0,272707.0,303.0,54257.0
0.025,237620.0,44299.0,38613.0,15947.0,8967.0,273024.0,81.0,54523.0,9014.0,272905.0,294.0,54266.0
0.024,237012.0,44907.0,38447.0,16113.0,8553.0,273438.0,72.0,54532.0,8825.0,273094.0,290.0,54270.0
0.023,236546.0,45373.0,38289.0,16271.0,8185.0,273806.0,67.0,54537.0,8656.0,273263.0,287.0,54273.0
0.022,235947.0,45972.0,38116.0,16444.0,7801.0,274190.0,61.0,54543.0,8490.0,273429.0,282.0,54278.0
0.021,235254.0,46665.0,37926.0,16634.0,7414.0,274577.0,55.0,54549.0,8324.0,273595.0,273.0,54287.0
0.02,234663.0,47256.0,37755.0,16805.0,7012.0,274979.0,52.0,54552.0,8169.0,273750.0,269.0,54291.0
0.019,233975.0,47944.0,37552.0,17008.0,6666.0,275325.0,49.0,54555.0,7995.0,273924.0,265.0,54295.0
0.018,233242.0,48677.0,37377.0,17183.0,6315.0,275676.0,43.0,54561.0,7839.0,274080.0,262.0,54298.0
0.017,232524.0,49395.0,37200.0,17360.0,5943.0,276048.0,39.0,54565.0,7687.0,274232.0,259.0,54301.0
0.016,231897.0,50022.0,37044.0,17516.0,5607.0,276384.0,36.0,54568.0,7521.0,274398.0,252.0,54308.0
0.015,231117.0,50802.0,36857.0,17703.0,5317.0,276674.0,24.0,54580.0,7371.0,274548.0,242.0,54318.0
0.014,230467.0,51452.0,36686.0,17874.0,4977.0,277014.0,18.0,54586.0,7214.0,274705.0,238.0,54322.0
0.013,229674.0,52245.0,36468.0,18092.0,4655.0,277336.0,17.0,54587.0,7096.0,274823.0,236.0,54324.0
0.012,229088.0,52831.0,36307.0,18253.0,4354.0,277637.0,12.0,54592.0,6929.0,274990.0,229.0,54331.0
0.011,228263.0,53656.0,36130.0,18430.0,4055.0,277936.0,9.0,54595.0,6799.0,275120.0,224.0,54336.0
0.01,227619.0,54300.0,35914.0,18646.0,3729.0,278262.0,4.0,54600.0,6671.0,275248.0,216.0,54344.0
0.009,226786.0,55133.0,35705.0,18855.0,3426.0,278565.0,2.0,54602.0,6532.0,275387.0,213.0,54347.0
0.008,226130.0,55789.0,35531.0,19029.0,3160.0,278831.0,0.0,54604.0,6404.0,275515.0,208.0,54352.0
0.007,225379.0,56540.0,35334.0,19226.0,2896.0,279095.0,0.0,54604.0,6274.0,275645.0,201.0,54359.0
0.006,224617.0,57302.0,35114.0,19446.0,2624.0,279367.0,0.0,54604.0,6130.0,275789.0,196.0,54364.0
0.005,223866.0,58053.0,34898.0,19662.0,2397.0,279594.0,0.0,54604.0,6006.0,275913.0,194.0,54366.0
0.004,222553.0,59366.0,34449.0,20111.0,2196.0,279795.0,0.0,54604.0,5883.0,276036.0,191.0,54369.0
0.003,221773.0,60146.0,34231.0,20329.0,1992.0,279999.0,0.0,54604.0,5767.0,276152.0,185.0,54375.0
0.002,221018.0,60901.0,34015.0,20545.0,1797.0,280194.0,0.0,54604.0,5667.0,276252.0,179.0,54381.0
0.001,220213.0,61706.0,33820.0,20740.0,1621.0,280370.0,0.0,54604.0,5551.0,276368.0,173.0,54387.0
0.0,219489.0,62430.0,33642.0,20918.0,1427.0,280564.0,0.0,54604.0,5439.0,276480.0,170.0,54390.0
-0.001,218519.0,63400.0,33305.0,21255.0,1277.0,280714.0,0.0,54604.0,5341.0,276578.0,166.0,54394.0
-0.002,217694.0,64225.0,33088.0,21472.0,1118.0,280873.0,0.0,54604.0,5235.0,276684.0,163.0,54397.0
-0.003,216849.0,65070.0,32853.0,21707.0,993.0,280998.0,0.0,54604.0,5150.0,276769.0,162.0,54398.0
-0.004,215936.0,65983.0,32620.0,21940.0,866.0,281125.0,0.0,54604.0,5032.0,276887.0,156.0,54404.0
-0.005,215097.0,66822.0,32389.0,22171.0,749.0,281242.0,0.0,54604.0,4936.0,276983.0,154.0,54406.0
-0.006,214225.0,67694.0,32167.0,22393.0,646.0,281345.0,0.0,54604.0,4831.0,277088.0,150.0,54410.0
-0.007,213320.0,68599.0,31966.0,22594.0,540.0,281451.0,0.0,54604.0,4759.0,277160.0,149.0,54411.0
-0.008,212378.0,69541.0,31729.0,22831.0,466.0,281525.0,0.0,54604.0,4643.0,277276.0,143.0,54417.0
-0.009,211348.0,70571.0,31474.0,23086.0,371.0,281620.0,0.0,54604.0,4561.0,277358.0,138.0,54422.0
-0.01,210531.0,71388.0,31255.0,23305.0,320.0,281671.0,0.0,54604.0,4469.0,277450.0,136.0,54424.0
-0.011,209575.0,72344.0,31003.0,23557.0,260.0,281731.0,0.0,54604.0,4390.0,277529.0,132.0,54428.0
-0.012,208696.0,73223.0,30810.0,23750.0,227.0,281764.0,0.0,54604.0,4291.0,277628.0,128.0,54432.0
-0.013,207648.0,74271.0,30584.0,23976.0,187.0,281804.0,0.0,54604.0,4216.0,277703.0,127.0,54433.0
-0.014,206802.0,75117.0,30375.0,24185.0,150.0,281841.0,0.0,54604.0,4120.0,277799.0,124.0,54436.0
-0.015,205733.0,76186.0,30176.0,24384.0,116.0,281875.0,0.0,54604.0,4037.0,277882.0,124.0,54436.0
-0.016,204865.0,77054.0,29995.0,24565.0,93.0,281898.0,0.0,54604.0,3942.0,277977.0,123.0,54437.0
-0.017,203883.0,78036.0,29770.0,24790.0,74.0,281917.0,0.0,54604.0,3868.0,278051.0,120.0,54440.0
-0.018,202776.0,79143.0,29500.0,25060.0,65.0,281926.0,0.0,54604.0,3772.0,278147.0,118.0,54442.0
-0.019,201787.0,80132.0,29265.0,25295.0,48.0,281943.0,0.0,54604.0,3707.0,278212.0,118.0,54442.0
-0.02,200862.0,81057.0,29076.0,25484.0,31.0,281960.0,0.0,54604.0,3631.0,278288.0,115.0,54445.0
-0.021,199745.0,82174.0,28827.0,25733.0,14.0,281977.0,0.0,54604.0,3558.0,278361.0,114.0,54446.0
-0.022,198659.0,83260.0,28627.0,25933.0,6.0,281985.0,0.0,54604.0,3476.0,278443.0,114.0,54446.0
-0.023,197699.0,84220.0,28420.0,26140.0,0.0,281991.0,0.0,54604.0,3405.0,278514.0,109.0,54451.0
-0.024,196651.0,85268.0,28208.0,26352.0,,,,,3343.0,278576.0,108.0,54452.0
-0.025,195455.0,86464.0,27981.0,26579.0,,,,,3274.0,278645.0,107.0,54453.0
-0.026,194342.0,87577.0,27764.0,26796.0,,,,,3201.0,278718.0,106.0,54454.0
-0.027,193436.0,88483.0,27558.0,27002.0,,,,,3152.0,278767.0,103.0,54457.0
-0.028,192288.0,89631.0,27320.0,27240.0,,,,,3089.0,278830.0,100.0,54460.0
-0.029,191101.0,90818.0,27085.0,27475.0,,,,,3028.0,278891.0,97.0,54463.0
-0.03,189981.0,91938.0,26843.0,27717.0,,,,,2959.0,278960.0,95.0,54465.0
-0.031,188917.0,93002.0,26642.0,27918.0,,,,,2907.0,279012.0,93.0,54467.0
-0.032,187830.0,94089.0,26409.0,28151.0,,,,,2822.0,279097.0,91.0,54469.0
-0.033,186680.0,95239.0,26166.0,28394.0,,,,,2761.0,279158.0,90.0,54470.0
-0.034,185481.0,96438.0,25932.0,28628.0,,,,,2699.0,279220.0,88.0,54472.0
-0.035,184169.0,97750.0,25655.0,28905.0,,,,,2645.0,279274.0,87.0,54473.0
-0.036,182961.0,98958.0,25381.0,29179.0,,,,,2576.0,279343.0,85.0,54475.0
-0.037,181836.0,100083.0,25177.0,29383.0,,,,,2522.0,279397.0,85.0,54475.0
-0.038,180606.0,101313.0,24926.0,29634.0,,,,,2463.0,279456.0,83.0,54477.0
-0.039,179461.0,102458.0,24707.0,29853.0,,,,,2404.0,279515.0,81.0,54479.0
-0.04,178262.0,103657.0,24470.0,30090.0,,,,,2337.0,279582.0,79.0,54481.0
-0.041,176992.0,104927.0,24253.0,30307.0,,,,,2292.0,279627.0,79.0,54481.0
-0.042,175761.0,106158.0,24041.0,30519.0,,,,,2251.0,279668.0,76.0,54484.0
-0.043,174377.0,107542.0,23791.0,30769.0,,,,,2202.0,279717.0,75.0,54485.0
-0.044,173091.0,108828.0,23548.0,31012.0,,,,,2142.0,279777.0,74.0,54486.0
-0.045,171776.0,110143.0,23322.0,31238.0,,,,,2097.0,279822.0,73.0,54487.0
-0.046,170539.0,111380.0,23072.0,31488.0,,,,,2046.0,279873.0,71.0,54489.0
-0.047,169355.0,112564.0,22856.0,31704.0,,,,,1999.0,279920.0,67.0,54493.0
-0.048,168073.0,113846.0,22608.0,31952.0,,,,,1950.0,279969.0,67.0,54493.0
-0.049,166754.0,115165.0,22403.0,32157.0,,,,,1914.0,280005.0,67.0,54493.0
-0.05,164834.0,117085.0,21816.0,32744.0,,,,,1868.0,280051.0,64.0,54496.0
-0.051,163371.0,118548.0,21553.0,33007.0,,,,,1830.0,280089.0,62.0,54498.0
-0.052,162034.0,119885.0,21317.0,33243.0,,,,,1791.0,280128.0,61.0,54499.0
-0.053,160690.0,121229.0,21126.0,33434.0,,,,,1763.0,280156.0,60.0,54500.0
-0.054,159412.0,122507.0,20892.0,33668.0,,,,,1732.0,280187.0,58.0,54502.0
-0.055,158220.0,123699.0,20701.0,33859.0,,,,,1704.0,280215.0,57.0,54503.0
-0.056,156950.0,124969.0,20467.0,34093.0,,,,,1666.0,280253.0,56.0,54504.0
-0.057,155599.0,126320.0,20226.0,34334.0,,,,,1640.0,280279.0,55.0,54505.0
-0.058,154243.0,127676.0,19994.0,34566.0,,,,,1602.0,280317.0,54.0,54506.0
-0.059,152745.0,129174.0,19736.0,34824.0,,,,,1570.0,280349.0,54.0,54506.0
-0.06,151365.0,130554.0,19513.0,35047.0,,,,,1536.0,280383.0,52.0,54508.0
-0.061,150004.0,131915.0,19283.0,35277.0,,,,,1504.0,280415.0,49.0,54511.0
-0.062,148611.0,133308.0,19068.0,35492.0,,,,,1473.0,280446.0,49.0,54511.0
-0.063,147383.0,134536.0,18865.0,35695.0,,,,,1438.0,280481.0,48.0,54512.0
-0.064,146077.0,135842.0,18636.0,35924.0,,,,,1413.0,280506.0,45.0,54515.0
-0.065,144685.0,137234.0,18380.0,36180.0,,,,,1379.0,280540.0,45.0,54515.0
-0.066,143278.0,138641.0,18159.0,36401.0,,,,,1354.0,280565.0,42.0,54518.0
-0.067,141897.0,140022.0,17966.0,36594.0,,,,,1326.0,280593.0,42.0,54518.0
-0.068,140471.0,141448.0,17748.0,36812.0,,,,,1306.0,280613.0,40.0,54520.0
-0.069,139136.0,142783.0,17505.0,37055.0,,,,,1273.0,280646.0,37.0,54523.0
-0.07,137577.0,144342.0,17278.0,37282.0,,,,,1256.0,280663.0,36.0,54524.0
-0.071,136221.0,145698.0,17057.0,37503.0,,,,,1227.0,280692.0,36.0,54524.0
-0.072,134821.0,147098.0,16844.0,37716.0,,,,,1200.0,280719.0,36.0,54524.0
-0.073,133423.0,148496.0,16612.0,37948.0,,,,,1184.0,280735.0,36.0,54524.0
-0.074,132054.0,149865.0,16393.0,38167.0,,,,,1161.0,280758.0,35.0,54525.0
-0.075,130587.0,151332.0,16179.0,38381.0,,,,,1136.0,280783.0,31.0,54529.0
-0.076,129195.0,152724.0,15966.0,38594.0,,,,,1110.0,280809.0,31.0,54529.0
-0.077,127803.0,154116.0,15737.0,38823.0,,,,,1085.0,280834.0,31.0,54529.0
-0.078,126482.0,155437.0,15562.0,38998.0,,,,,1068.0,280851.0,31.0,54529.0
-0.079,125053.0,156866.0,15364.0,39196.0,,,,,1044.0,280875.0,30.0,54530.0
-0.08,123680.0,158239.0,15133.0,39427.0,,,,,1024.0,280895.0,30.0,54530.0
-0.081,122361.0,159558.0,14891.0,39669.0,,,,,998.0,280921.0,28.0,54532.0
-0.082,120921.0,160998.0,14668.0,39892.0,,,,,982.0,280937.0,26.0,54534.0
-0.083,119432.0,162487.0,14423.0,40137.0,,,,,959.0,280960.0,26.0,54534.0
-0.084,117994.0,163925.0,14206.0,40354.0,,,,,931.0,280988.0,25.0,54535.0
-0.085,116620.0,165299.0,14002.0,40558.0,,,,,913.0,281006.0,24.0,54536.0
-0.086,115085.0,166834.0,13753.0,40807.0,,,,,895.0,281024.0,24.0,54536.0
-0.087,113722.0,168197.0,13568.0,40992.0,,,,,874.0,281045.0,24.0,54536.0
-0.088,111774.0,170145.0,13152.0,41408.0,,,,,857.0,281062.0,22.0,54538.0
-0.089,110410.0,171509.0,12970.0,41590.0,,,,,837.0,281082.0,21.0,54539.0
-0.09,109005.0,172914.0,12772.0,41788.0,,,,,818.0,281101.0,20.0,54540.0
-0.091,107568.0,174351.0,12552.0,42008.0,,,,,801.0,281118.0,20.0,54540.0
-0.092,106185.0,175734.0,12317.0,42243.0,,,,,780.0,281139.0,20.0,54540.0
-0.093,104674.0,177245.0,12145.0,42415.0,,,,,759.0,281160.0,20.0,54540.0
-0.094,103047.0,178872.0,11753.0,42807.0,,,,,747.0,281172.0,20.0,54540.0
-0.095,101611.0,180308.0,11560.0,43000.0,,,,,724.0,281195.0,18.0,54542.0
-0.096,100201.0,181718.0,11376.0,43184.0,,,,,713.0,281206.0,18.0,54542.0
-0.097,98781.0,183138.0,11206.0,43354.0,,,,,695.0,281224.0,18.0,54542.0
-0.098,97414.0,184505.0,11042.0,43518.0,,,,,679.0,281240.0,18.0,54542.0
-0.099,95972.0,185947.0,10844.0,43716.0,,,,,664.0,281255.0,18.0,54542.0
-0.1,94553.0,187366.0,10651.0,43909.0,,,,,655.0,281264.0,18.0,54542.0
-0.101,93119.0,188800.0,10494.0,44066.0,,,,,647.0,281272.0,17.0,54543.0
-0.102,91028.0,190891.0,9923.0,44637.0,,,,,635.0,281284.0,17.0,54543.0
-0.103,89587.0,192332.0,9740.0,44820.0,,,,,615.0,281304.0,17.0,54543.0
-0.104,88005.0,193914.0,9490.0,45070.0,,,,,591.0,281328.0,16.0,54544.0
-0.105,86585.0,195334.0,9334.0,45226.0,,,,,568.0,281351.0,16.0,54544.0
-0.106,85186.0,196733.0,9158.0,45402.0,,,,,553.0,281366.0,16.0,54544.0
-0.107,83790.0,198129.0,8984.0,45576.0,,,,,543.0,281376.0,15.0,54545.0
-0.108,82415.0,199504.0,8824.0,45736.0,,,,,529.0,281390.0,15.0,54545.0
-0.109,81226.0,200693.0,8688.0,45872.0,,,,,521.0,281398.0,14.0,54546.0
-0.11,79916.0,202003.0,8521.0,46039.0,,,,,509.0,281410.0,14.0,54546.0
-0.111,78526.0,203393.0,8367.0,46193.0,,,,,495.0,281424.0,14.0,54546.0
-0.112,77271.0,204648.0,8213.0,46347.0,,,,,484.0,281435.0,13.0,54547.0
-0.113,75411.0,206508.0,7835.0,46725.0,,,,,470.0,281449.0,11.0,54549.0
-0.114,74090.0,207829.0,7671.0,46889.0,,,,,462.0,281457.0,10.0,54550.0
-0.115,72761.0,209158.0,7521.0,47039.0,,,,,446.0,281473.0,7.0,54553.0
-0.116,71472.0,210447.0,7365.0,47195.0,,,,,437.0,281482.0,6.0,54554.0
-0.117,70096.0,211823.0,7217.0,47343.0,,,,,426.0,281493.0,6.0,54554.0
-0.118,68799.0,213120.0,7067.0,47493.0,,,,,417.0,281502.0,6.0,54554.0
-0.119,67512.0,214407.0,6923.0,47637.0,,,,,399.0,281520.0,6.0,54554.0
-0.12,66232.0,215687.0,6785.0,47775.0,,,,,391.0,281528.0,4.0,54556.0
-0.121,64973.0,216946.0,6623.0,47937.0,,,,,376.0,281543.0,4.0,54556.0
-0.122,63562.0,218357.0,6449.0,48111.0,,,,,364.0,281555.0,4.0,54556.0
-0.123,62343.0,219576.0,6310.0,48250.0,,,,,352.0,281567.0,4.0,54556.0
-0.124,61155.0,220764.0,6180.0,48380.0,,,,,338.0,281581.0,4.0,54556.0
-0.125,60109.0,221810.0,6060.0,48500.0,,,,,323.0,281596.0,4.0,54556.0
-0.126,58934.0,222985.0,5940.0,48620.0,,,,,311.0,281608.0,4.0,54556.0
-0.127,57775.0,224144.0,5811.0,48749.0,,,,,296.0,281623.0,4.0,54556.0
-0.128,56573.0,225346.0,5691.0,48869.0,,,,,287.0,281632.0,4.0,54556.0
-0.129,55343.0,226576.0,5538.0,49022.0,,,,,280.0,281639.0,4.0,54556.0
-0.13,54219.0,227700.0,5414.0,49146.0,,,,,274.0,281645.0,3.0,54557.0
-0.131,52364.0,229555.0,4954.0,49606.0,,,,,261.0,281658.0,3.0,54557.0
-0.132,51249.0,230670.0,4817.0,49743.0,,,,,250.0,281669.0,2.0,54558.0
-0.133,50154.0,231765.0,4698.0,49862.0,,,,,242.0,281677.0,2.0,54558.0
-0.134,49095.0,232824.0,4595.0,49965.0,,,,,232.0,281687.0,2.0,54558.0
-0.135,47998.0,233921.0,4495.0,50065.0,,,,,226.0,281693.0,2.0,54558.0
-0.136,47022.0,234897.0,4383.0,50177.0,,,,,215.0,281704.0,1.0,54559.0
-0.137,46021.0,235898.0,4292.0,50268.0,,,,,199.0,281720.0,0.0,54560.0
-0.138,44960.0,236959.0,4177.0,50383.0,,,,,189.0,281730.0,0.0,54560.0
-0.139,43935.0,237984.0,4070.0,50490.0,,,,,184.0,281735.0,0.0,54560.0
-0.14,42919.0,239000.0,4005.0,50555.0,,,,,176.0,281743.0,0.0,54560.0
-0.141,41848.0,240071.0,3907.0,50653.0,,,,,167.0,281752.0,0.0,54560.0
-0.142,40867.0,241052.0,3811.0,50749.0,,,,,162.0,281757.0,0.0,54560.0
-0.143,39935.0,241984.0,3718.0,50842.0,,,,,156.0,281763.0,0.0,54560.0
-0.144,38975.0,242944.0,3631.0,50929.0,,,,,148.0,281771.0,0.0,54560.0
-0.145,38087.0,243832.0,3529.0,51031.0,,,,,146.0,281773.0,0.0,54560.0
-0.146,37187.0,244732.0,3446.0,51114.0,,,,,,,,
-0.147,36279.0,245640.0,3374.0,51186.0,,,,,139.0,281780.0,0.0,54560.0
-0.148,35416.0,246503.0,3297.0,51263.0,,,,,135.0,281784.0,0.0,54560.0
-0.149,34580.0,247339.0,3211.0,51349.0,,,,,129.0,281790.0,0.0,54560.0
-0.15,33724.0,248195.0,3124.0,51436.0,,,,,126.0,281793.0,0.0,54560.0
-0.151,32874.0,249045.0,3041.0,51519.0,,,,,120.0,281799.0,0.0,54560.0
-0.152,32068.0,249851.0,2980.0,51580.0,,,,,114.0,281805.0,0.0,54560.0
-0.153,31209.0,250710.0,2904.0,51656.0,,,,,112.0,281807.0,0.0,54560.0
-0.154,30446.0,251473.0,2843.0,51717.0,,,,,110.0,281809.0,0.0,54560.0
-0.155,29593.0,252326.0,2755.0,51805.0,,,,,104.0,281815.0,0.0,54560.0
-0.156,28891.0,253028.0,2684.0,51876.0,,,,,102.0,281817.0,0.0,54560.0
-0.157,28162.0,253757.0,2599.0,51961.0,,,,,96.0,281823.0,0.0,54560.0
-0.158,27380.0,254539.0,2526.0,52034.0,,,,,92.0,281827.0,0.0,54560.0
-0.159,26632.0,255287.0,2459.0,52101.0,,,,,85.0,281834.0,0.0,54560.0
-0.16,25873.0,256046.0,2399.0,52161.0,,,,,81.0,281838.0,0.0,54560.0
-0.161,25127.0,256792.0,2334.0,52226.0,,,,,78.0,281841.0,0.0,54560.0
-0.162,24426.0,257493.0,2273.0,52287.0,,,,,76.0,281843.0,0.0,54560.0
-0.163,23747.0,258172.0,2217.0,52343.0,,,,,75.0,281844.0,0.0,54560.0
-0.164,23078.0,258841.0,2168.0,52392.0,,,,,70.0,281849.0,0.0,54560.0
-0.165,22410.0,259509.0,2127.0,52433.0,,,,,69.0,281850.0,0.0,54560.0
-0.166,21772.0,260147.0,2071.0,52489.0,,,,,65.0,281854.0,0.0,54560.0
-0.167,21138.0,260781.0,2008.0,52552.0,,,,,63.0,281856.0,0.0,54560.0
-0.168,20494.0,261425.0,1953.0,52607.0,,,,,60.0,281859.0,0.0,54560.0
-0.169,18988.0,262931.0,1606.0,52954.0,,,,,58.0,281861.0,0.0,54560.0
-0.17,18354.0,263565.0,1558.0,53002.0,,,,,55.0,281864.0,0.0,54560.0
-0.171,17770.0,264149.0,1531.0,53029.0,,,,,50.0,281869.0,0.0,54560.0
-0.172,17159.0,264760.0,1470.0,53090.0,,,,,46.0,281873.0,0.0,54560.0
-0.173,16631.0,265288.0,1429.0,53131.0,,,,,44.0,281875.0,0.0,54560.0
-0.174,16101.0,265818.0,1379.0,53181.0,,,,,43.0,281876.0,0.0,54560.0
-0.175,15580.0,266339.0,1338.0,53222.0,,,,,40.0,281879.0,0.0,54560.0
-0.176,15072.0,266847.0,1303.0,53257.0,,,,,38.0,281881.0,0.0,54560.0
-0.177,14554.0,267365.0,1265.0,53295.0,,,,,31.0,281888.0,0.0,54560.0
-0.178,14069.0,267850.0,1231.0,53329.0,,,,,,,,
-0.179,13577.0,268342.0,1205.0,53355.0,,,,,30.0,281889.0,0.0,54560.0
-0.18,13097.0,268822.0,1172.0,53388.0,,,,,29.0,281890.0,0.0,54560.0
-0.181,12679.0,269240.0,1150.0,53410.0,,,,,28.0,281891.0,0.0,54560.0
-0.182,12247.0,269672.0,1120.0,53440.0,,,,,27.0,281892.0,0.0,54560.0
-0.183,11827.0,270092.0,1089.0,53471.0,,,,,26.0,281893.0,0.0,54560.0
